"","sample_name","sample_title","bioproject_accession","organism","collection_date","depth","elev","env_broad_scale","env_local_scale","env_medium","geo_loc_name","lat_long","agrochem_addition","Replicate"
"523","ILK-C-LM-3A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-LM-3A_S9","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  3A: amplicon 18S, ITS, BR5, F230"
"525","ILK-C-LM-3B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-LM-3B_S10","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  3B: amplicon 18S, ITS, BR5, F230"
"527","ILK-C-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-LM-4A_S33","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  4A: amplicon 18S, ITS, BR5, F230"
"529","ILK-C-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-LM-4B_S34","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","","replicate  4B: amplicon 18S, ITS, BR5, F230"
"531","ILK-C-MIN-3A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-MIN-3A_S13","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  3A: amplicon 18S, ITS, BR5, F230"
"533","ILK-C-MIN-3B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-MIN-3B_S14","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  3B: amplicon 18S, ITS, BR5, F230"
"535","ILK-C-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-MIN-4A_S37","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  4A: amplicon 18S, ITS, BR5, F230"
"537","ILK-C-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-MIN-4B_S38","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","","replicate  4B: amplicon 18S, ITS, BR5, F230"
"539","PLD-A-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-LFH-1_S55","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"541","PLD-A-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-A-MIN-1_S56","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","1.5 t/ha Mixed wood ash","replicate  1: amplicon 18S, ITS, BR5, F230"
"543","PLD-C-LFH-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-LFH-1_S53","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  1: amplicon 18S, ITS, BR5, F230"
"545","PLD-C-LFH-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-LFH-2_S57","","soil metagenome",2017,"2 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Manitoba","49.517 N 96.133 W","","replicate  2: amplicon 18S, ITS, BR5, F230"
"547","PLD-C-MIN-1_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-MIN-1_S54","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","","replicate  1: amplicon 18S, ITS, BR5, F230"
"549","PLD-C-MIN-2_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-PLD-C-MIN-2_S58","","soil metagenome",2017,"0-10 cm",332,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Manitoba","49.517 N 96.133 W","","replicate  2: amplicon 18S, ITS, BR5, F230"
"551","SRD-A1-LFH-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A1-LFH-4_S43","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  4: amplicon 18S, ITS, BR5, F230"
"553","SRD-A1-LFH-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A1-LFH-5_S49","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  5: amplicon 18S, ITS, BR5, F230"
"555","SRD-A1-MIN-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A1-MIN-4_S44","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  4: amplicon 18S, ITS, BR5, F230"
"557","SRD-A1-MIN-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A1-MIN-5_S50","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","1 t/ha Fly wood ash","replicate  5: amplicon 18S, ITS, BR5, F230"
"559","SRD-A2-LFH-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A2-LFH-4_S45","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  4: amplicon 18S, ITS, BR5, F230"
"561","SRD-A2-LFH-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A2-LFH-5_S51","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  5: amplicon 18S, ITS, BR5, F230"
"563","SRD-A2-MIN-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A2-MIN-4_S46","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  4: amplicon 18S, ITS, BR5, F230"
"565","SRD-A2-MIN-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-A2-MIN-5_S52","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","10 t/ha Fly wood ash","replicate  5: amplicon 18S, ITS, BR5, F230"
"567","SRD-C-LFH-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-C-LFH-4_S41","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  4: amplicon 18S, ITS, BR5, F230"
"569","SRD-C-LFH-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-C-LFH-5_S47","","soil metagenome",2017,"0 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","48.367 N 89.397 W","","replicate  5: amplicon 18S, ITS, BR5, F230"
"571","SRD-C-MIN-4_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-C-MIN-4_S42","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  4: amplicon 18S, ITS, BR5, F230"
"573","SRD-C-MIN-5_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-SRD-C-MIN-5_S48","","soil metagenome",2017,"0-10 cm",214,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","48.367 N 89.397 W","","replicate  5: amplicon 18S, ITS, BR5, F230"
"575","ILK-A1-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-FH-4A_S1","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"577","ILK-A1-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-FH-4B_S2","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"579","ILK-A1-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-MIN-4A_S3","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"581","ILK-A1-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A1-MIN-4B_S4","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","0.7 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"583","ILK-A2-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-FH-4A_S7","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"585","ILK-A2-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-FH-4B_S8","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"587","ILK-A2-FH-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-FH-5A_S31","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"589","ILK-A2-FH-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-FH-5B_S32","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"591","ILK-A2-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-LM-4A_S5","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"593","ILK-A2-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-LM-4B_S6","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"595","ILK-A2-LM-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-LM-5A_S29","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"597","ILK-A2-LM-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-LM-5B_S30","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"599","ILK-A2-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-MIN-4A_S9","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"601","ILK-A2-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-MIN-4B_S10","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"603","ILK-A2-MIN-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-MIN-5A_S33","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"605","ILK-A2-MIN-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A2-MIN-5B_S34","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","1.4 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"607","ILK-A3-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-FH-4A_S13","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"609","ILK-A3-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-FH-4B_S14","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"611","ILK-A3-FH-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-FH-5A_S37","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"613","ILK-A3-FH-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-FH-5B_S38","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"615","ILK-A3-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-LM-4A_S11","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"617","ILK-A3-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-LM-4B_S12","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"619","ILK-A3-LM-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-LM-5A_S35","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"621","ILK-A3-LM-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-LM-5B_S36","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"623","ILK-A3-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-MIN-4A_S15","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"625","ILK-A3-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-MIN-4B_S16","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"627","ILK-A3-MIN-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-MIN-5A_S39","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"629","ILK-A3-MIN-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A3-MIN-5B_S40","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","2.8 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"631","ILK-A4-FH-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-FH-4A_S19","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"633","ILK-A4-FH-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-FH-4B_S20","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"635","ILK-A4-FH-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-FH-5A_S43","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"637","ILK-A4-FH-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-FH-5B_S44","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"639","ILK-A4-LM-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-LM-4A_S17","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"641","ILK-A4-LM-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-LM-4B_S18","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"643","ILK-A4-LM-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-LM-5A_S41","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"645","ILK-A4-LM-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-LM-5B_S42","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","litter layer[ENVO:01000338]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"647","ILK-A4-MIN-4A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-MIN-4A_S21","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4A: amplicon 18S, ITS, BR5, F230"
"649","ILK-A4-MIN-4B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-MIN-4B_S22","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  4B: amplicon 18S, ITS, BR5, F230"
"651","ILK-A4-MIN-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-MIN-5A_S45","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5A: amplicon 18S, ITS, BR5, F230"
"653","ILK-A4-MIN-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-A4-MIN-5B_S46","","soil metagenome",2017,"0-10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","mineral horizon[ENVO:03600011]","Canada: Ontario","47.7 N 83.6 W","5.6 t/ha Bottom wood ash","replicate  5B: amplicon 18S, ITS, BR5, F230"
"655","ILK-C-FH-5A_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-FH-5A_S25","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  5A: amplicon 18S, ITS, BR5, F230"
"657","ILK-C-FH-5B_18S-ITS-BR5-F230-multiplex","Pinkney-Ashnet-ILK-C-FH-5B_S26","","soil metagenome",2017,"~10 cm",439,"soil[ENVO:00001998]","forest soil[ENVO:00002261]","organic horizon[ENVO:03600018]","Canada: Ontario","47.7 N 83.6 W","","replicate  5B: amplicon 18S, ITS, BR5, F230"
